"מספר היטל סחר","כותרת","תיאור טובין בהיטל","שם קבוצת מדינות","מזהה קבוצת מדינות","תאריך סיום היטל סחר","תאריך התחלה","ספרת ביקורת","שם מדינה","סטאטוס היטל סחר","טבלת היטל סחר","סיווג","תאריך סיום חקירה","האם קבוצת מדינות","סוג ספר מכס","מזהה ספק","שם ספק","מזהה מדינה","תיאור טובין בהיטל"
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","ספרד","ערבות זמנית בוטלה","111","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","724",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","ספרד","ערבות זמנית בוטלה","127","4805190000/8","2011-04-26T00:00:00+03:00","false","1","","","724",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","ספרד","ערבות זמנית בוטלה","70","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","724",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","אוסטריה","היטל","94","4805250000/5","","false","1","","","40",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","אוסטריה","היטל","112","4805250000/5","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","40",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","אוסטריה","היטל","71","4805250000/5","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","40",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים כל_יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","אוסטריה","היטל","161","4805250000/5","","false","1","","","40",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","איטליה","היטל","12","4805250000/5","","false","1","2068235","VAREL","380",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","איטליה","היטל","159","4805250000/5","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","380",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","איטליה","היטל","94","4805250000/5","","false","1","","","380",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","איטליה","היטל","112","4805250000/5","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","380",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","איטליה","היטל","71","4805250000/5","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","380",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים_כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הונגריה","היטל","161","4805250000/5","","false","1","","","348",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הממלכה המאוחדת","היטל","12","4805250000/5","","false","1","2068235","VAREL","826",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הממלכה המאוחדת","היטל","159","4805250000/5","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","826",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הממלכה המאוחדת","היטל","94","4805250000/5","","false","1","","","826",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הממלכה המאוחדת","היטל","112","4805250000/5","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","826",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הממלכה המאוחדת","היטל","71","4805250000/5","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","826",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים_כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הממלכה המאוחדת","היטל","161","4805250000/5","","false","1","","","826",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","יוון","היטל","12","4805250000/5","","false","1","2068235","VAREL","300",""
"48231005","048231005","כוסות נייר - פטור","","","2011-06-06T00:00:00+03:00","2010-12-07T00:00:00+02:00","6","הרפובליקה העממית של סין","היטל","143","4823690000/6","","false","1","2036029","HENG TONG (GUANGZHOU) COMPANY LIMITED","156",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","לוקסמבורג","ערבות זמנית בוטלה","69","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","442",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","צרפת","ערבות זמנית בוטלה","69","4805240000/8","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","250",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","פינלנד","היטל","12","4805250000/5","","false","1","2068235","VAREL","246",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","פולין","ערבות זמנית בוטלה","69","4805240000/8","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","616",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","ספרד","ערבות זמנית בוטלה","69","4805240000/8","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","724",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","קפריסין","היטל","12","4805250000/5","","false","1","2068235","VAREL","196",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","סלובניה","היטל","12","4805250000/5","","false","1","2068235","VAREL","705",""
"48231005","048231005","כוסות נייר_- פטור","","","2011-06-06T00:00:00+03:00","2010-12-07T00:00:00+02:00","6","הרפובליקה העממית של סין","היטל","143","4823690000/6","","false","1","2262862","SHANGHAI FUBISHI PAPER PRODUCT CO.,LTD","156",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","לוקסמבורג","היטל","12","4805250000/5","","false","1","2068235","VAREL","442",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","מלטה","היטל","12","4805250000/5","","false","1","2068235","VAREL","470",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","אסטוניה","היטל","12","4805250000/5","","false","1","2068235","VAREL","233",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","צרפת","היטל","12","4805190000/8","","false","1","2068235","VAREL","250",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","פינלנד","היטל","12","4805190000/8","","false","1","2068235","VAREL","246",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","פורטוגל","היטל","12","4805190000/8","","false","1","2068235","VAREL","620",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","פולין","היטל","12","4805190000/8","","false","1","2068235","VAREL","616",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","ספרד","היטל","12","4805190000/8","","false","1","2068235","VAREL","724",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","סלובקיה","היטל","12","4805190000/8","","false","1","2068235","VAREL","703",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","סלובניה","היטל","12","4805190000/8","","false","1","2068235","VAREL","705",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","צרפת","היטל","12","4805250000/5","","false","1","2068235","VAREL","250",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","ספרד","היטל","12","4805250000/5","","false","1","2068235","VAREL","724",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","פולין","היטל","12","4805250000/5","","false","1","2068235","VAREL","616",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","","היטל","12","4805250000/5","","false","1","2068235","VAREL","",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","","היטל","12","4805240000/8","","false","1","2068235","VAREL","",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","","היטל","12","4805190000/8","","false","1","2068235","VAREL","",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","יוון","ערבות זמנית בוטלה","69","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","300",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","","היטל","12","4805120000/3","","false","1","2068235","VAREL","",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","","היטל","12","4805110000/5","","false","1","2068235","VAREL","",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","הממלכה המאוחדת","ערבות זמנית בוטלה","69","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","826",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","פינלנד","ערבות זמנית בוטלה","69","4805240000/8","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","246",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","פורטוגל","ערבות זמנית בוטלה","69","4805240000/8","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","620",""
"70052006","070052006","זכוכית צפה","","","2016-10-17T00:00:00+03:00","2016-04-18T00:00:00+03:00","2","טורקיה","היטל","13","7005299000/2","","false","1","2323169","SISECAM DIS TICARET A.S.","792",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","אירלנד","היטל","12","4805250000/5","","false","1","2068235","VAREL","372",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","סלובקיה","ערבות זמנית בוטלה","69","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","703",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","אירלנד","ערבות זמנית בוטלה","69","4805250000/5","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","372",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","הונגריה","ערבות זמנית בוטלה","69","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","348",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","גרמניה","ערבות זמנית בוטלה","69","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","276",""
"39201017","039201017","ניילון נצמד לתעשיה","","","","2010-01-01T00:00:00+02:00","5","איטליה","ערבות זמנית בוטלה","109","3920100000/5","2010-02-21T00:00:00+02:00","false","1","2028760","PLASTO TECNICA","380",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","בולגריה","ערבות זמנית בוטלה","69","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","100",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","אסטוניה","ערבות זמנית בוטלה","160","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","233",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","הולנד","ערבות זמנית בוטלה","160","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","528",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","הולנד","ערבות זמנית בוטלה","70","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","528",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","הולנד","ערבות זמנית בוטלה","111","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","528",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","הולנד","ערבות זמנית בוטלה","69","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","528",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","דנמרק","ערבות זמנית בוטלה","160","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","208",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","בלגיה","ערבות זמנית בוטלה","160","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","56",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","בלגיה","ערבות זמנית בוטלה","70","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","56",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","בלגיה","ערבות זמנית בוטלה","111","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","56",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","בלגיה","ערבות זמנית בוטלה","69","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","56",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","בולגריה","ערבות זמנית בוטלה","160","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","100",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","בולגריה","ערבות זמנית בוטלה","70","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","100",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","פורטוגל","היטל","159","4805110000/5","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","620",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","פורטוגל","היטל","12","4805110000/5","","false","1","2068235","VAREL","620",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","פולין","היטל","71","4805110000/5","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","616",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","פולין","היטל","112","4805110000/5","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","616",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","פולין","היטל","159","4805110000/5","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","616",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","פולין","היטל","12","4805110000/5","","false","1","2068235","VAREL","616",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","יוון","היטל","12","4805120000/3","","false","1","2068235","VAREL","300",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","הממלכה המאוחדת","היטל","71","4805120000/3","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","826",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","הממלכה המאוחדת","היטל","112","4805120000/3","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","826",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","הממלכה המאוחדת","היטל","159","4805120000/3","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","826",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","הממלכה המאוחדת","היטל","12","4805120000/3","","false","1","2068235","VAREL","826",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","הונגריה","היטל","71","4805120000/3","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","348",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","ליטא","היטל","159","4805240000/8","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","440",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","ליטא","היטל","12","4805240000/8","","false","1","2068235","VAREL","440",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","לטביה","היטל","71","4805240000/8","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","428",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","לטביה","היטל","112","4805240000/8","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","428",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","לטביה","היטל","159","4805240000/8","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","428",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","לטביה","היטל","12","4805240000/8","","false","1","2068235","VAREL","428",""
"48231005","048231005","כוסות נייר - פטור","","","2011-06-06T00:00:00+03:00","2010-12-07T00:00:00+02:00","6","הרפובליקה העממית של סין","היטל","143","4823690000/6","","false","1","2225918","HUANGSHAN MINZHOU PAPER INDUSTRY","156",""
"48231005","048231005","כוסות נייר_- פטור","","","2011-06-06T00:00:00+03:00","2010-12-07T00:00:00+02:00","6","הרפובליקה העממית של סין","היטל","143","4823690000/6","","false","1","2020373","AHCOF INTERNATIONAL DEVELOPMENT CO.LTD.","156",""
"48231005","048231005","כוסות נייר - פטור","","","2011-06-06T00:00:00+03:00","2010-12-07T00:00:00+02:00","6","הרפובליקה העממית של סין","היטל","143","4823690000/6","","false","1","2225918","HUANGSHAN MINZHOU PAPER INDUSTRY","156",""
"48231005","048231005","כוסות נייר_- פטור","","","2011-06-06T00:00:00+03:00","2010-12-07T00:00:00+02:00","6","הרפובליקה העממית של סין","היטל","143","4823690000/6","","false","1","2020373","AHCOF INTERNATIONAL DEVELOPMENT CO.LTD.","156",""
"87059069","087059069","מערבלי מזון עצמאיים לבהמות","","","","2011-08-15T00:00:00+03:00","1","גרמניה","ערבות זמנית בוטלה","32","8705906000/1","2012-02-14T00:00:00+02:00","false","1","2305977","MAYER MASCHINENBAUGESELLSCHAFT MBH","276",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","יוון","היטל","159","4805250000/5","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","300",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים כל יצרן אחר","","","","2010-01-01T00:00:00+02:00","3","אירלנד","ערבות זמנית בוטלה","58","4805120000/3","2011-04-26T00:00:00+03:00","false","1","","","372",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","אסטוניה","ערבות זמנית בוטלה","69","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","233",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","אסטוניה","ערבות זמנית בוטלה","111","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","233",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","אסטוניה","ערבות זמנית בוטלה","127","4805120000/3","2011-04-26T00:00:00+03:00","false","1","","","233",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","אסטוניה","ערבות זמנית בוטלה","70","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","233",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","אסטוניה","ערבות זמנית בוטלה","160","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","233",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים כל יצרן אחר","","","","2010-01-01T00:00:00+02:00","3","אסטוניה","ערבות זמנית בוטלה","58","4805120000/3","2011-04-26T00:00:00+03:00","false","1","","","233",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","בולגריה","ערבות זמנית בוטלה","69","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","100",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","בולגריה","ערבות זמנית בוטלה","111","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","100",""
"48231005","048231005","כוסות נייר - פטור","","","2011-06-06T00:00:00+03:00","2010-12-07T00:00:00+02:00","6","הרפובליקה העממית של סין","היטל","143","4823690000/6","","false","1","2214945","ANHUI WHYWIN INTERNATIONAL CO.,LTD.","156",""
"48233001","048233001","כוסות נייר-יצרן/ספק אחר - חייב","","","","2010-12-07T00:00:00+02:00","6","הרפובליקה העממית של סין","ערבות זמנית בוטלה","73","4823690000/6","2011-06-06T00:00:00+03:00","false","1","","","156",""
"48232003","048232003","כוסות נייר - חייב","","","","2011-01-12T00:00:00+02:00","6","הרפובליקה העממית של סין","ערבות זמנית בוטלה","72","4823690000/6","2011-06-06T00:00:00+03:00","false","1","2304791","NINGBO YINZHOU FOREIGN TRADE COMPANY LIMITED","156",""
"48231005","048231005","כוסות נייר - פטור","","","2011-06-06T00:00:00+03:00","2010-12-07T00:00:00+02:00","6","הרפובליקה העממית של סין","היטל","143","4823690000/6","","false","1","2361927","HUANGSHAN CHENXU TRADING CO.,LTD.","156",""
"48231005","048231005","כוסות נייר - פטור","","","2011-06-06T00:00:00+03:00","2010-12-07T00:00:00+02:00","6","הרפובליקה העממית של סין","היטל","143","4823690000/6","","false","1","2364142","HEFEI HENGXIN PAPER @PLASTIC CO LTD","156",""
"48231005","048231005","כוסות נייר_- פטור","","","2011-06-06T00:00:00+03:00","2010-12-07T00:00:00+02:00","6","הרפובליקה העממית של סין","היטל","143","4823690000/6","","false","1","2020373","AHCOF INTERNATIONAL DEVELOPMENT CO.LTD.","156",""
"48231005","048231005","כוסות נייר_- פטור","","","2011-06-06T00:00:00+03:00","2010-12-07T00:00:00+02:00","6","הרפובליקה העממית של סין","היטל","143","4823690000/6","","false","1","","","156",""
"48231005","048231005","כוסות נייר - פטור","","","2011-06-06T00:00:00+03:00","2010-12-07T00:00:00+02:00","6","הרפובליקה העממית של סין","היטל","143","4823690000/6","","false","1","2225918","HUANGSHAN MINZHOU PAPER INDUSTRY","156",""
"48231005","048231005","כוסות נייר - פטור","","","2011-06-06T00:00:00+03:00","2010-12-07T00:00:00+02:00","6","הרפובליקה העממית של סין","היטל","143","4823690000/6","","false","1","2036029","HENG TONG (GUANGZHOU) COMPANY LIMITED","156",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","הולנד","ערבות זמנית בוטלה","70","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","528",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","הולנד","ערבות זמנית בוטלה","160","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","528",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","לטביה","היטל","12","4805250000/5","","false","1","2068235","VAREL","428",""
